id,ndex,species,forme,type1,type2,ability1,ability2,abilityH,hp,attack,defense,spattack,spdefense,speed,total,weight,height,dex1,dex2,class,percent-male,percent-female,pre-evolution,egg-group1,egg-group2,legendary
821,28,Sandslash,Sandslash (Alola Form),Ice,Steel,Snow Cloak,Snow Cloak,Slush Rush,75,100,120,25,65,65,450,121.3 lbs.,"3'11""","Fleeing a volcanic eruption, it settled on a snowy mountain. As it races through the snowfields, it sends up a spray of snow.",This Pokémon’s steel spikes are sheathed in ice. Stabs from these spikes cause deep wounds and severe frostbite as well.,Mouse Pokémon,0.5,0.5,Sandshrew (Alola Form),Field,,0
822,37,Vulpix,Vulpix (Alola Form),Ice,,Snow Cloak,Snow Cloak,Snow Warning,38,41,40,50,65,65,299,21.8 lbs.,"2'00""",It exhales air colder than -58 degrees Fahrenheit. Elderly people in Alola call this Pokémon by an older name—Keokeo.,"In hot weather, this Pokémon makes ice shards with its six tails and sprays them around to cool itself off.",Fox Pokémon,0.25,0.75,,Field,,0
823,38,Ninetales,Ninetales (Alola Form),Ice,Fairy,Snow Cloak,Snow Cloak,Snow Warning,73,67,75,81,100,109,505,43.9 lbs.,"3'07""",It creates drops of ice in its coat and showers them over its enemies. Anyone who angers it will be frozen stiff in an instant.,"Possessing a calm demeanor, this Pokémon was revered as a deity incarnate before it was identified as a regional variant of Ninetales.",Fox Pokémon,0.25,0.75,Vulpix (Alola Form),Field,,0
824,50,Diglett,Diglett (Alola Form),Ground,Steel,Sand Veil,Tangling Hair,Sand Force,10,55,30,35,45,90,265,2.2 lbs.,"0'08""","Its head sports an altered form of whiskers made of metal. When in communication with its comrades, its whiskers wobble to and fro.",Its golden hairs function as sensors. It pokes them out of its burrow to monitor its surroundings.,Mole Pokémon,0.5,0.5,,Field,,0
825,51,Dugtrio,Dugtrio (Alola Form),Ground,Steel,Sand Veil,Tangling Hair,Sand Force,35,100,60,50,70,110,425,146.8 lbs.,"2'04""",Its shining gold hair provides it with protection. It’s reputed that keeping any of its fallen hairs will bring bad luck.,"These Pokémon are cherished in the Alola region, where they are thought to be feminine deities of the land incarnate.",Mole Pokémon,0.5,0.5,Diglett (Alola Form),Field,,0
826,52,Meowth,Meowth (Alola Form),Dark,,Pickup,Technician,Rattled,40,35,35,50,40,90,290,9.3 lbs.,"1'04""","This Pokémon was not originally found in Alola. Human actions caused a surge in their numbers, and they went feral. They’re prideful and crafty.","When its delicate pride is wounded, or when the gold coin on its forehead is dirtied, it flies into a hysterical rage.",Scratch Cat Pokémon,0.5,0.5,,Field,,0
827,53,Persian,Persian (Alola Form),Dark,,Fur Coat,Technician,Rattled,65,60,60,75,65,115,440,72.8 lbs.,"3'07""",Its round face and smooth coat—softer than the most high-class velvet—have made this a very popular Pokémon in Alola.,It looks down on everyone other than itself. Its preferred tactics are sucker punches and blindside attacks.,Classy Cat Pokémon,0.5,0.5,Meowth (Alola Form),Field,,0
828,65,Alakazam,Alakazam (Mega Alakazam),Psychic,,Trace,,,55,50,65,175,95,150,590,105.8 lbs.,"3'11""","As a result of Mega Evolution, its power has been entirely converted into psychic energy, and it has lost all strength in its muscles.","Its hidden psychic power has been unleashed. A glance at someone gives it knowledge of the course of that person’s life, from birth to death.",Psi Pokémon,0.75,0.25,Kadabra,Human-Like,,0
829,74,Geodude,Geodude (Alola Form),Rock,Electric,Magnet Pull,Sturdy,Galvanize,40,80,100,30,30,20,300,44.8 lbs.,"1'04""",Its body is a magnetic stone. Iron sand attaches firmly to the portions of its body that are particularly magnetic.,"If you accidentally step on a Geodude sleeping on the ground, you’ll hear a crunching sound and feel a shock ripple through your entire body.",Rock Pokémon,0.5,0.5,,Mineral,,0
830,75,Graveler,Graveler (Alola Form),Rock,Electric,Magnet Pull,Sturdy,Galvanize,55,95,115,45,45,35,390,242.5 lbs.,"3'03""","Its preferred food is dravite. After it has eaten this mineral, crystals form inside the Pokémon, rising to the surface of part of its body.",They eat rocks and often get into a scrap over them. The shock of Graveler smashing together causes a flash of light and a booming noise.,Rock Pokémon,0.5,0.5,Geodude (Alola Form),Mineral,,0
831,76,Golem,Golem (Alola Form),Rock,Electric,Magnet Pull,Sturdy,Galvanize,80,120,130,55,65,45,495,696.7 lbs.,"5'07""","It fires rocks charged with electricity. Even if the rock isn’t fired that accurately, just grazing an opponent will cause numbness and fainting.","Because it can’t fire boulders at a rapid pace, it’s been known to seize nearby Geodude and fire them from its back.",Megaton Pokémon,0.5,0.5,Graveler (Alola Form),Mineral,,0
832,80,Slowbro,Slowbro (Mega Slowbro),Water,Psychic,Shell Armor,,,95,75,180,130,80,30,590,264.6 lbs.,"6'07""","All the energy from Mega Evolution poured into the Shellder on its tail, leaving Slowpoke to be swallowed whole.","When bathed in the energy of Mega Evolution, Shellder converts into impregnable armor. There is virtually no change in Slowpoke.",Hermit Crab Pokémon,0.5,0.5,Slowpoke,Monster,Water 1,0
833,88,Grimer,Grimer (Alola Form),Poison,Dark,Poison Touch,Gluttony,Power of Alchemy,80,80,50,40,50,25,325,92.6 lbs.,"2'04""","A Grimer, which had been brought in to solve a problem with garbage, developed over time into this form.","The crystals on Grimer’s body are lumps of toxins. If one falls off, lethal poisons leak out.",Sludge Pokémon,0.5,0.5,,Amorphous,,0
834,89,Muk,Muk (Alola Form),Poison,Dark,Poison Touch,Gluttony,Power of Alchemy,105,105,75,65,100,50,500,114.6 lbs.,"3'03""","The garbage it eats causes continuous chemical changes in its body, which produce its exceedingly vivid coloration.","While it’s unexpectedly quiet and friendly, if it’s not fed any trash for a while, it will smash its Trainer’s furnishings and eat up the fragments.",Sludge Pokémon,0.5,0.5,Grimer,Amorphous,,0
835,94,Gengar,Gengar (Mega Gengar),Ghost,Poison,Shadow Tag,,,60,65,80,170,95,130,600,89.3 lbs.,"4'07""",Gengar’s relationships are warped. It has no interest in opponents unless it perceives them as prey.,"The energy of Mega Evolution awakened it. It sinks into another dimension, where it keeps a patient watch for its chance to attack.",Shadow Pokémon,0.5,0.5,Haunter,Amorphous,,0
836,103,Exeggutor,Exeggutor (Alola Form),Grass,Dragon,Frisk,Frisk,Harvest,95,105,85,125,75,45,530,916.2 lbs.,"35'09""","Alola is the best environment for this Pokémon. Local people take pride in its appearance, saying this is how Exeggutor ought to look.","As it grew taller and taller, it outgrew its reliance on psychic powers, while within it awakened the power of the sleeping dragon.",Coconut Pokémon,0.5,0.5,Exeggcute,Grass,,0
837,105,Marowak,Marowak (Alola Form),Fire,Ghost,Cursed Body,Lightning Rod,Rock Head,60,80,110,50,80,45,425,75.0 lbs.,"3'03""",The bones it possesses were once its mother’s. Its mother’s regrets have become like a vengeful spirit protecting this Pokémon.,Its custom is to mourn its lost companions. Mounds of dirt by the side of the road mark the graves of the Marowak.,Bone Keeper Pokémon,0.5,0.5,Cubone,Monster,,0
838,115,Kangaskhan,Kangaskhan (Mega Kangaskhan),Normal,,Parental Bond,,,105,125,100,60,100,100,590,220.5 lbs.,"7'03""",Mega Kangaskhan’s strength derives from the mother’s happiness about her child’s growth. Watching it grow up keeps her spirits high.,"Thanks to Mega Evolution, its child grows. But as the child is good only at fighting and nothing else, its mother feels uneasy about its future.",Parent Pokémon,0,1,,Monster,,0
839,127,Pinsir,Pinsir (Mega Pinsir),Bug,,Aerilate,,,65,155,120,65,90,105,600,130.1 lbs.,"5'07""",The influence of Mega Evolution leaves it in a state of constant excitement. It pierces enemies with its two large horns before shredding them.,"Bathed in the energy of Mega Evolution, its wings become unusually developed. It flies at speeds of approximately 30 mph.",Stag Beetle Pokémon,0.5,0.5,,Bug,,0
840,130,Gyarados,Gyarados (Mega Gyarados),Water,Flying,Mold Breaker,,,95,155,109,70,130,81,640,672.4 lbs.,"21'04""","Mega Evolution also affects its brain, leaving no other function except its destructive instinct to burn everything to cinders.","It jets water from the orifices on its sides, streaking above the water surface at supersonic speed.",Atrocious Pokémon,0.5,0.5,Magikarp,Water 2,Dragon,0
841,142,Aerodactyl,Aerodactyl (Mega Aerodactyl),Rock,Flying,Tough Claws,,,80,135,85,70,95,150,615,174.2 lbs.,"6'11""",Part of its body has become stone. Some scholars claim that this is Aerodactyl’s true appearance.,"When it Mega Evolves, it becomes more vicious than ever before. Some say that’s because its excess of power is causing it pain.",Fossil Pokémon,0.875,0.125,,Flying,,0
842,150,Mewtwo,Mewtwo (Mega Mewtwo X),Psychic,Fighting,Steadfast,,,106,190,100,154,100,130,780,280.0 lbs.,"7'07""",,,Genetic Pokémon,,,,Undiscovered,,1
843,150,Mewtwo,Mewtwo (Mega Mewtwo Y),Psychic,,Insomnia,,,106,150,70,194,120,140,780,72.8 lbs.,"4'11""",,,Genetic Pokémon,,,,Undiscovered,,1
844,181,Ampharos,Ampharos (Mega Ampharos),Electric,,Mold Breaker,,,90,95,105,165,110,45,610,135.6 lbs.,"4'07""",,,Light Pokémon,0.5,0.5,Flaaffy,Monster,Field,0
845,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,,0
846,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,,0
847,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,,0
848,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,,0
849,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,,0
850,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,,0
851,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,,0
852,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,,0
853,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,,0
854,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,,0
855,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,,0
856,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,,0
857,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,,0
858,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,,0
859,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,,0
860,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,,0
861,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,,0
862,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,,0
863,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,,0
864,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,,0
865,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,,0
866,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,,0
867,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,,0
868,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,,0
869,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,,0
870,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,,0
871,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,,0
872,208,Steelix,Steelix (Mega Steelix),Steel,Ground,Sand Force,,,75,125,230,55,95,30,610,1631.4 lbs.,"34'05""",,,Iron Snake Pokémon,0.5,0.5,Onix,Mineral,,0
873,212,Scizor,Scizor (Mega Scizor),Bug,Steel,Technician,,,70,150,140,65,100,75,600,275.6 lbs.,"6'07""",The excess energy that bathes this Pokémon keeps it in constant danger of overflow. It can’t sustain a battle over long periods of time.,"Due to the effects of Mega Evolution, its pincers have taken on a more diabolical form, ripping anything they pinch to shreds.",Pincer Pokémon,0.5,0.5,Scyther,Bug,,0
874,214,Heracross,Heracross (Mega Heracross),Bug,Fighting,Skill Link,,,80,185,115,40,105,75,600,137.8 lbs.,"5'07""",,,Single Horn Pokémon,0.5,0.5,,Bug,,0
875,229,Houndoom,Houndoom (Mega Houndoom),Dark,Fire,Solar Power,,,75,90,90,140,90,115,600,109.1 lbs.,"6'03""",,,Dark Pokémon,0.5,0.5,Houndour,Field,,0
876,248,Tyranitar,Tyranitar (Mega Tyranitar),Rock,Dark,Sand Stream,,,100,164,150,95,120,71,700,562.2 lbs.,"8'02""",,,Armor Pokémon,0.5,0.5,Pupitar,Monster,,0
877,254,Sceptile,Sceptile (Mega Sceptile),Grass,,Lightning Rod,,,70,110,75,145,85,145,630,121.7 lbs.,"6'03""",,,Forest Pokémon,0.875,0.125,Grovyle,Monster,Dragon,0
878,257,Blaziken,Blaziken (Mega Blaziken),Fire,Fighting,Speed Boost,,,80,160,80,130,80,100,630,114.6 lbs.,"6'03""",,,Blaze Pokémon,0.875,0.125,Combusken,Field,,0
879,260,Swampert,Swampert (Mega Swampert),Water,Ground,Swift Swim,,,100,150,110,95,110,70,635,224.9 lbs.,"6'03""",,,Mud Fish Pokémon,0.875,0.125,Marshtomp,Monster,Water 1,0
880,282,Gardevoir,Gardevoir (Mega Gardevoir),Psychic,Fairy,Pixilate,,,68,85,65,165,135,100,618,106.7 lbs.,"5'03""",,,Embrace Pokémon,0.5,0.5,Kirlia,Amorphous,,0
881,302,Sableye,Sableye (Mega Sableye),Dark,Ghost,Magic Bounce,,,50,85,125,85,115,20,480,354.9 lbs.,"1'08""","The jewel from its chest, which has grown gigantic due to the effects of Mega Evolution, can turn back any attack.","Supporting a giant heavy jewel, it can’t change direction very nimbly and is vulnerable to attack from behind.",Darkness Pokémon,0.5,0.5,,Human-Like,,0
882,303,Mawile,Mawile (Mega Mawile),Steel,Fairy,Huge Power,,,50,105,125,55,95,50,480,51.8 lbs.,"3'03""",,,Deceiver Pokémon,0.5,0.5,,Field,Fairy,0
883,306,Aggron,Aggron (Mega Aggron),Steel,Rock,Filter,,,70,140,230,60,80,50,630,870.8 lbs.,"7'03""",,,Iron Armor Pokémon,0.5,0.5,Lairon,Monster,,0
884,308,Medicham,Medicham (Mega Medicham),Fighting,Psychic,Pure Power,,,60,100,85,80,85,100,510,69.4 lbs.,"4'03""",,,Meditate Pokémon,0.5,0.5,Meditite,Human-Like,,0
885,310,Manectric,Manectric (Mega Manectric),Electric,,Intimidate,,,70,75,80,135,80,135,575,97.0 lbs.,"5'11""",,,Discharge Pokémon,0.5,0.5,Electrike,Field,,0
886,319,Sharpedo,Sharpedo (Mega Sharpedo),Water,Dark,Strong Jaw,,,70,140,70,110,65,105,560,287.3 lbs.,"8'02""","The spines sprouting from its head are transformed fangs. If they’re injured or broken off, the spines will regenerate countless times.","As a consequence of Mega Evolution, its combative instincts exploded. The yellow marks it bears are scars from a long history of battles.",Brutal Pokémon,0.5,0.5,Carvanha,Water 2,,0
887,323,Camerupt,Camerupt (Mega Camerupt),Fire,Ground,Sheer Force,,,70,120,100,145,105,20,560,706.6 lbs.,"8'02""",,,Eruption Pokémon,0.5,0.5,Numel,Field,,0
888,334,Altaria,Altaria (Mega Altaria),Dragon,Fairy,Pixilate,,,75,110,110,110,105,80,590,45.4 lbs.,"4'11""",,,Humming Pokémon,0.5,0.5,Swablu,Flying,Dragon,0
889,351,Castform,Castform (Sunny Form),Fire,,Forecast,,,70,70,70,70,70,70,420,1.8 lbs.,"1'00""","This is the form Castform takes on the brightest of days. Its skin is unexpectedly hot to the touch, so approach with care.",This is Castform’s form when basking in fair weather. Its body is warm and toasty.,Weather Pokémon,0.5,0.5,,Fairy,Amorphous,0
890,351,Castform,Castform (Rainy Form),Water,,Forecast,,,70,70,70,70,70,70,420,1.8 lbs.,"1'00""","This is the form Castform takes when soaked with rain. When its body is compressed, water will seep out as if from a sponge.",This is Castform’s form during a downpour of rain. Its body retains moisture and gets slippery.,Weather Pokémon,0.5,0.5,,Fairy,Amorphous,0
891,351,Castform,Castform (Snowy Form),Ice,,Forecast,,,70,70,70,70,70,70,420,1.8 lbs.,"1'00""","This is the form Castform takes when covered in snow. Its body becomes an ice-like material, with a temperature near 23 degrees Fahrenheit.",This is Castform’s form when caught in a hailstorm. Its cold skin is as smooth as ice.,Weather Pokémon,0.5,0.5,,Fairy,Amorphous,0
892,354,Banette,Banette (Mega Banette),Ghost,,Prankster,,,64,165,75,93,83,75,555,28.7 lbs.,"3'11""",,,Marionette Pokémon,0.5,0.5,Shuppet,Amorphous,,0
893,359,Absol,Absol (Mega Absol),Dark,,Magic Bounce,,,65,150,60,115,60,115,565,108.0 lbs.,"3'11""","When this Pokémon whips the winglike fur on its back as though beating its wings, it sends an intimidating aura flying at its opponents.","As the energy of Mega Evolution fills it, its fur bristles. What you see on its back are not true wings, and this Pokémon isn’t able to fly.",Disaster Pokémon,0.5,0.5,,Field,,0
894,362,Glalie,Glalie (Mega Glalie),Ice,,Refrigerate,,,80,120,80,120,80,100,580,772.1 lbs.,"6'11""","The excess energy from Mega Evolution spilled over from its mouth, breaking its jaw. It spews endless blizzards.","It envelops prey in its mouth, freezing them instantly. But its jaw is dislocated, so it’s unable to eat them.",Face Pokémon,0.5,0.5,Snorunt,Fairy,Mineral,0
895,373,Salamence,Salamence (Mega Salamence),Dragon,Flying,Aerilate,,,95,145,130,120,90,120,700,248.2 lbs.,"5'11""","Anyone standing in its path gets sliced right in two, while this Pokémon continues its flight without interruption.","Mega Evolution fuels its brutality, and it may even turn on the Trainer who raised it. It’s been dubbed “the blood-soaked crescent.�?",Dragon Pokémon,0.5,0.5,Shelgon,Dragon,,0
896,376,Metagross,Metagross (Mega Metagross),Steel,Psychic,Tough Claws,,,80,145,150,105,110,110,700,2078.7 lbs.,"8'02""","This form results from one Metagross, one Metang, and two Beldum linking up.",Mega Evolution stimulated its brain. It emerged as a ruthless Pokémon that will clutch at any means of ensuring its victories.,Iron Leg Pokémon,,,Metang,Mineral,,0
897,380,Latias,Latias (Mega Latias),Dragon,Psychic,Levitate,,,80,100,120,140,150,110,700,114.6 lbs.,"5'11""",,,Eon Pokémon,,,,Undiscovered,,1
898,381,Latios,Latios (Mega Latios),Dragon,Psychic,Levitate,,,80,130,100,160,120,110,700,154.3 lbs.,"7'07""",,,Eon Pokémon,,,,Undiscovered,,1
899,383,Kyogre,Kyogre (Primal Reversion),Water,,Primordial Sea,,,100,150,90,180,160,90,770,948.0 lbs.,"32'02""",,,Sea Basin Pokémon,,,,Undiscovered,,1
900,382,Groudon,Groudon (Primal Reversion),Ground,Fire,Desolate Land,,,100,180,160,150,90,90,770,2204.0 lbs.,"16'05""",,,Continent Pokémon,,,,Undiscovered,,1
901,384,Rayquaza,Rayquaza (Mega Rayquaza),Dragon,Flying,Delta Stream,,,105,180,100,180,100,115,780,864.2 lbs.,"35'05""",,,Sky High Pokémon,,,,Undiscovered,,1
902,386,Deoxys,Deoxys (Attack Forme),Psychic,,Pressure,,,50,180,20,180,20,150,600,134.0 lbs.,"5'07""",,,DNA Pokémon,,,,Undiscovered,,1
903,386,Deoxys,Deoxys (Defense Forme),Psychic,,Pressure,,,50,70,160,70,160,90,600,134.0 lbs.,"5'07""",,,DNA Pokémon,,,,Undiscovered,,1
904,386,Deoxys,Deoxys (Speed Forme),Psychic,,Pressure,,,50,95,90,95,90,180,600,134.0 lbs.,"5'07""",,,DNA Pokémon,,,,Undiscovered,,1
905,412,Burmy,Burmy (Sandy Cloak),Bug,,Shed Skin,,Overcoat,40,29,45,29,45,36,224,7.5 lbs.,"0'08""",,,Bagworm Pokémon,0.5,0.5,,Bug,,0
906,412,Burmy,Burmy (Trash Cloak),Bug,,Shed Skin,,Overcoat,40,29,45,29,45,36,224,7.5 lbs.,"0'08""",,,Bagworm Pokémon,0.5,0.5,,Bug,,0
907,413,Wormadam,Wormadam (Sandy Cloak),Bug,Ground,Anticipation,,Overcoat,60,79,105,59,85,36,424,14.3 lbs.,"1'08""",,,Bagworm Pokémon,0,1,Burmy,Bug,,0
908,413,Wormadam,Wormadam (Trash Cloak),Bug,Steel,Anticipation,,Overcoat,60,69,95,69,95,36,424,14.3 lbs.,"1'08""",,,Bagworm Pokémon,0,1,Burmy,Bug,,0
909,421,Cherrim,Cherrim (Sunshine Form),Grass,,Flower Gift,,,70,60,70,87,78,85,450,20.5 lbs.,"1'08""",,,Blossom Pokémon,0.5,0.5,Cherubi,Fairy,Grass,0
910,422,Shellos,Shellos (East Sea),Water,,Sticky Hold,Storm Drain,Sand Force,76,48,48,57,62,34,325,13.9 lbs.,"1'00""","Shellos lives in the sea and feasts on plankton. The lovelier the ocean where Shellos resides, the more vibrant its color becomes.",The difference in color from one Shellos to another seems to be a result of their diet. No large changes can be seen in their capabilities.,Sea Slug Pokémon,0.5,0.5,,Water 1,Amorphous,0
911,423,Gastrodon,Gastrodon (East Sea),Water,Ground,Sticky Hold,Storm Drain,Sand Force,111,83,68,92,82,39,475,65.9 lbs.,"2'11""",A team of researchers is scouring the oceans of the world in search of a Gastrodon in a color never seen before.,Experiments are being conducted to discover what happens when a Gastrodon is raised in a location other than the sea where it was born.,Sea Slug Pokémon,0.5,0.5,Shellos (East Sea),Water 1,Amorphous,0
912,428,Lopunny,Lopunny (Mega Lopunny),Normal,Fighting,Scrappy,,,65,136,94,54,96,135,580,62.4 lbs.,"4'03""",,,Rabbit Pokémon,0.5,0.5,Buneary,Field,Human-Like,0
913,445,Garchomp,Garchomp (Mega Garchomp),Dragon,Ground,Sand Force,,,108,170,115,120,95,92,700,209.4 lbs.,"6'03""","Excess energy melted its arms and wings, transforming them into giant scythes.","Its vaunted wings become scythes, sending it mad with rage. It swings its scythes wildly and slices the ground to pieces.",Mach Pokémon,0.5,0.5,Gabite,Monster,Dragon,0
914,448,Lucario,Lucario (Mega Lucario),Fighting,Steel,Adaptability,,,70,145,88,140,70,112,625,126.8 lbs.,"4'03""",Black streaks all over its body show where its auras and the energy of Mega Evolution intermingled and raced through it.,It readies itself to face its enemies by focusing its mental energies. Its fighting style can be summed up in a single word: heartless.,Aura Pokémon,0.875,0.125,Riolu,Field,Human-Like,0
915,460,Abomasnow,Abomasnow (Mega Abomasnow),Grass,Ice,Snow Warning,,,90,132,105,132,105,30,594,407.9 lbs.,"8'10""",,,Frost Tree Pokémon,0.5,0.5,Snover,Monster,Grass,0
916,475,Gallade,Gallade (Mega Gallade),Psychic,Fighting,Inner Focus,,,68,165,95,65,115,110,618,124.3 lbs.,"5'03""",,,Blade Pokémon,1,0,Kirlia,Amorphous,,0
917,479,Rotom,Rotom (Heat Rotom),Electric,Fire,Levitate,,,50,65,107,105,107,86,520,0.7 lbs.,"1'00""",,,Plasma Pokémon,,,,Amorphous,,0
918,479,Rotom,Rotom (Wash Rotom),Electric,Water,Levitate,,,50,65,107,105,107,86,520,0.7 lbs.,"1'00""",,,Plasma Pokémon,,,,Amorphous,,0
919,479,Rotom,Rotom (Frost Rotom),Electric,Ice,Levitate,,,50,65,107,105,107,86,520,0.7 lbs.,"1'00""",,,Plasma Pokémon,,,,Amorphous,,0
920,479,Rotom,Rotom (Fan Rotom),Electric,Flying,Levitate,,,50,65,107,105,107,86,520,0.7 lbs.,"1'00""",,,Plasma Pokémon,,,,Amorphous,,0
921,479,Rotom,Rotom (Mow Rotom),Electric,Grass,Levitate,,,50,65,107,105,107,86,520,0.7 lbs.,"1'00""",,,Plasma Pokémon,,,,Amorphous,,0
922,487,Giratina,Giratina (Origin Forme),Ghost,Dragon,Levitate,,,150,120,100,120,100,90,680,1433.0 lbs.,"22'08""",,,Renegade Pokémon,,,,Undiscovered,,1
923,492,Shaymin,Shaymin (Sky Forme),Grass,Flying,Serene Grace,,,100,103,75,120,75,127,600,11.5 lbs.,"1'04""",,,Gratitude Pokémon,,,,Undiscovered,,1
924,493,Arceus,Arceus (Fighting),Fighting,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha Pokémon,,,,Undiscovered,,1
925,493,Arceus,Arceus (Flying),Flying,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha Pokémon,,,,Undiscovered,,1
926,493,Arceus,Arceus (Poison),Poison,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha Pokémon,,,,Undiscovered,,1
927,493,Arceus,Arceus (Ground),Ground,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha Pokémon,,,,Undiscovered,,1
928,493,Arceus,Arceus (Rock),Rock,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha Pokémon,,,,Undiscovered,,1
929,493,Arceus,Arceus (Bug),Bug,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha Pokémon,,,,Undiscovered,,1
930,493,Arceus,Arceus (Ghost),Ghost,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha Pokémon,,,,Undiscovered,,1
931,493,Arceus,Arceus (Steel),Steel,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha Pokémon,,,,Undiscovered,,1
932,493,Arceus,Arceus (Fire),Fire,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha Pokémon,,,,Undiscovered,,1
933,493,Arceus,Arceus (Water),Water,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha Pokémon,,,,Undiscovered,,1
934,493,Arceus,Arceus (Grass),Grass,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha Pokémon,,,,Undiscovered,,1
935,493,Arceus,Arceus (Electric),Electric,,Multitype,,,120,120,120,120,120,120,720,705.5 lbs.,"10'06""",,,Alpha Pokémon,,,,Undiscovered,,1
